Transaction ID,MTCN,Sender Name,Receiver Name,PEP Related,Sender Currency,Receiver Currency,KYC Status,Transaction Type,Amount,Channel,Risk Rating,Timestamp,Sender Age,Sender Country,Receiver Country,Customer Address
TXN1000582,71237842.0,Amir Thomas,Karen Garcia,No,CAD,BRL,Unverified,inter-transaction,7017.59,Branch Counter,High,2021-09-10 01:01,43,UAE,Germany,"8818 Maple Dr, Mumbai"
TXN1000583,28473928.0,Richard Souza,Susan Nair,No,JPY,ZAR,Pending,inter-transaction,8107.76,Web Portal,Medium,2023-02-06 15:08,51,France,USA,"2272 Broadway, Mumbai"
TXN1000584,10542306.0,David Souza,Karen Velez,1,BRL,INR,Verified,INTERNAL,14054.55,Agent Network,Critical,2023-10-27 12:34,71,South Africa,Germany,"4077 View Rd, Dubai"
TXN1000585,35277376.0,Elena Smith,Carlos Silva,1,EUR,SGD,Non-KYC,INTERNAL,9577.35,Web Portal,Low,2026-08-01 08:12,20,South Africa,Brazil,"7925 View Rd, London"
TXN1000586,,Susan Velez,Joseph Smith,No,AED,CAD,Pending,INTERNAL,637.7,ATM,Low,2026-02-06 20:31,67,USA,India,"5347 Oak Ave, Sydney"
TXN1000587,88802545.0,Nancy Volkov,Susan Velez,No,usd,AUD,KYC,Outer-transaction,10866.94,Mobile App,Critical,2023-10-11 21:33,29,France,Canada,"6235 View Rd, Sydney"
TXN1000588,39065567.0,Nancy Wilson,Patricia Smith,No,CHF,ZAR,,INTERNAL,5828.79,Agent Network,Low,2024-08-26 07:58,82,Germany,Germany,"7289 View Rd, Paris"
TXN1000589,54481849.0,Jessica Brown,Marta Jones,1,EUR,INR,Non-KYC,outer-transaction,667.68,Web Portal,Medium,2025-10-16 08:47,71,Brazil,UK,"4635 Main St, New York"
TXN1000590,28683820.0,Michael Al-Sayed,Nancy Jackson,No,SGD,CAD,Pending,Inter-transaction,6285.18,Mobile App,High,2026-05-28 01:37,22,UK,India,"7797 View Rd, Toronto"
TXN1000591,42646040.0,Priya Souza,Carlos Jones,No,,EUR,Verified,outer-transaction,1011.62,Web Portal,Critical,2020-06-29 21:39,74,South Africa,India,"762 Cedar Ln, Toronto"
TXN1000592,11632815.0,Patricia Taylor,Marta Rodriguez,No,USD,AED,Non-KYC,EXTERNAL,7126.65,ATM,Medium,2026-10-17 04:40,34,Canada,Germany,"9715 Pine Rd, Mumbai"
TXN1000593,29515608.0,Zayn Dubois,Robert Thomas,No,EUR,CHF,Verified,outer-transaction,904.5,ATM,Low,2024-01-27 00:40,64,Brazil,India,"5974 View Rd, Paris"
TXN1000594,27089453.0,Sarah Martin,Lucas Taylor,Y,ZAR,ZAR,KYC,outer-transaction,1004.35,Mobile App,Medium,2022-07-02 09:54,40,Australia,Australia,"2114 View Rd, Dubai"
TXN1000595,53900976.0,Priya Martinez,Zayn Thomas,No,AUD,BRL,Non-KYC,outer-transaction,5062.76,ATM,High,2024-04-06 03:34,31,France,Germany,"9203 Main St, Mumbai"
TXN1000596,42133709.0,Christopher Miller,Susan Martinez,No,CAD,JPY,Pending,Outer-transaction,12035.64,Branch Counter,Medium,2025-10-14 09:46,83,UAE,USA,"7866 View Rd, Mumbai"
TXN1000597,49119248.0,Sanjay Davis,William Martin,N,CAD,GBP,,outer-transaction,8065.76,Web Portal,High,2022-11-10 10:13,68,UK,South Africa,"3729 Broadway, Sydney"
TXN1000598,76445238.0,Thomas Souza,Karen Jackson,N,JPY,CHF,KYC,outer-transaction,6563.21,Branch Counter,Low,2024-06-23 05:11,55,Canada,Brazil,"8972 View Rd, Paris"
TXN1000599,46025956.0,Michael Silva,Patricia Souza,Yes,aud,inr,,inter-transaction,4269.98,Web Portal,Medium,2026-08-28 12:16,81,Brazil,UAE,"4751 Oak Ave, Mumbai"
TXN1000600,52509142.0,Jean-Pierre Davis,Linda Silva,1,,INR,Verified,outer-transaction,1877.2,Web Portal,Critical,2024-06-26 15:34,55,France,France,"3966 Maple Dr, Paris"
TXN1000601,68410653.0,Christopher Malik,Nancy Malik,No,INR,INR,,INTERNAL,11262.91,Mobile App,High,2024-05-01 01:10,67,USA,India,"715 Pine Rd, Dubai"
TXN1000602,69349666.0,Nancy Miller,Susan Jones,Yes,CHF,BRL,Verified,Outer-transaction,10726.86,Web Portal,Critical,2025-09-17 08:02,47,Australia,USA,"5042 Pine Rd, New York"
TXN1000603,56329832.0,Susan Gonzalez,John Thomas,No,SGD,AUD,Unverified,Outer-transaction,2536.44,Agent Network,Medium,2023-08-01 17:19,68,UK,Canada,"1368 Broadway, Toronto"
TXN1000604,43606927.0,Robert Taylor,Priya Rodriguez,No,AED,GBP,,Inter-transaction,3484.92,Mobile App,Low,2022-04-01 14:13,80,Germany,Canada,"9076 Maple Dr, Toronto"
TXN1000605,,Robert Dubois,Patricia Rodriguez,N,GBP,JPY,Non-KYC,Outer-transaction,11805.76,Branch Counter,Medium,2021-08-24 01:48,69,USA,France,"5329 View Rd, Dubai"
TXN1000606,27755795.0,Elizabeth Malik,Nancy Khan,No,AED,SGD,KYC,Inter-transaction,14743.02,Web Portal,Low,2024-06-08 21:30,55,Canada,Brazil,"4154 Cedar Ln, Toronto"
TXN1000607,96886282.0,Charles Lopez,Lucas Martin,No,BRL,,KYC,Outer-transaction,1110.52,Branch Counter,High,2022-02-23 07:41,47,UK,India,"7991 Pine Rd, Mumbai"
TXN1000608,68456858.0,Jean-Pierre Nair,Jean-Pierre Jones,No,CHF,BRL,Unverified,inter-transaction,7306.77,ATM,Critical,2023-04-26 17:29,68,USA,Australia,"425 Broadway, New York"
TXN1000609,60202214.0,Mary Lopez, thomas souza   ,No,zar,AUD,Unverified,Inter-transaction,5293.71,Web Portal,High,2021-11-01 18:07,22,Australia,France,"7874 View Rd, London"
TXN1000610,79939654.0,Susan Smith,Thomas Gonzalez,No,CHF,SGD,Unverified,outer-transaction,6506.79,Agent Network,Low,2023-06-20 07:30,46,Germany,Brazil,"5032 Maple Dr, Toronto"
TXN1000611,29087269.0,Jean-Pierre Souza,William Williams,No,AED,aud,Non-KYC,outer-transaction,11994.08,Web Portal,Critical,2023-01-01 02:02,21,USA,India,"9562 Main St, Sydney"
TXN1000612,32226983.0,Priya Velez,Sarah Brown,No,SGD,CAD,Pending,INTERNAL,13338.66,Branch Counter,High,2026-12-01 11:21,27,India,USA,"7854 Broadway, Paris"
TXN1000613,12983015.0,Jessica Thomas,David Hernandez,0,AED,sgd,Verified,Inter-transaction,12362.79,Agent Network,Medium,2025-06-20 16:35,73,Germany,South Africa,"1467 Pine Rd, Mumbai"
TXN1000614,86044123.0,Richard Martinez,Robert Davis,No,sgd,ZAR,Non-KYC,outer-transaction,7102.88,Mobile App,High,2020-04-10 16:13,34,Canada,Australia,"2675 Pine Rd, Sydney"
TXN1000615,41556108.0,Barbara Davis,Nancy Silva,No,GBP,CHF,KYC,Outer-transaction,8110.15,ATM,Low,2024-11-14 18:08,34,Australia,UAE,"1681 Pine Rd, New York"
TXN1000616,57949350.0,  MARTA JACKSON , robert johnson   ,No,AED,CAD,Non-KYC,Outer-transaction,13456.87,ATM,Low,2020-06-24 20:11,51,France,Canada,"4066 Oak Ave, Mumbai"
TXN1000617,44894223.0,Linda Nair,Jean-Pierre Rostova,No,SGD,CHF,Unverified,outer-transaction,5387.69,Agent Network,High,2020-08-25 04:31,23,UAE,UK,"8420 Main St, London"
TXN1000618,38259178.0,Elizabeth Anderson,Michael Rostova,No,EUR,USD,KYC,inter-transaction,11557.8,Branch Counter,Medium,2023-01-27 10:19,70,UAE,USA,"9143 View Rd, Mumbai"
TXN1000619,38155104.0,Carlos Thomas,Sanjay Johnson,No,AUD,INR,Unverified,outer-transaction,9878.36,ATM,High,2025-05-31 02:52,83,UAE,Canada,"5331 Pine Rd, New York"
TXN1000620,,John Malik,Lucas Garcia,1,AUD,EUR,Pending,outer-transaction,14356.37,Web Portal,Medium,2026-12-17 14:45,60,UK,Germany,"5694 Maple Dr, Sydney"
TXN1000621,77253402.0,William Miller,,No,BRL,BRL,Pending,Outer-transaction,6529.72,Mobile App,Critical,2025-06-26 10:51,40,Canada,UK,"1744 Maple Dr, New York"
TXN1000622,66001691.0,Priya Anderson,Priya Volkov,No,,CAD,Non-KYC,EXTERNAL,13566.66,Branch Counter,Critical,2024-03-17 07:03,72,Australia,Canada,"342 View Rd, Toronto"
TXN1000623,20214735.0,Lucas Silva,David Moore,N,jpy,AUD,Pending,EXTERNAL,777.42,Agent Network,Medium,2022-01-24 11:39,33,Germany,Brazil,"7369 Pine Rd, Mumbai"
TXN1000624,67646579.0,Robert Hernandez,Sanjay Davis,1,USD,EUR,Unverified,Outer-transaction,13590.26,Web Portal,Medium,2026-03-08 05:46,25,UK,Australia,"8462 Cedar Ln, Mumbai"
TXN1000625,26299519.0,Zayn Souza,John Davis,No,AED,,Unverified,INTERNAL,1840.24,Agent Network,High,2023-02-20 11:47,21,Canada,Canada,"6431 Main St, Dubai"
TXN1000626,93260889.0,Lucas Silva,Jean-Pierre Williams,FALSE,GBP,GBP,,inter-transaction,456.54,ATM,Critical,2023-11-12 15:26,21,France,UAE,"1599 Maple Dr, Paris"
TXN1000627,18979241.0,Fatima Davis, amir velez   ,0,SGD,JPY,Unverified,Outer-transaction,65.79,Branch Counter,Low,2020-05-19 20:51,73,India,South Africa,"5262 Pine Rd, Sydney"
TXN1000628,89812369.0,Charles Moore,Jean-Pierre Brown,No,SGD,SGD,,inter-transaction,3698.1,Agent Network,Critical,2021-06-24 19:59,42,Australia,Brazil,"8077 Oak Ave, Toronto"
TXN1000629,30540246.0,  DAVID HERNANDEZ ,Zayn Wilson,TRUE,jpy,CAD,Verified,Outer-transaction,10679.89,Web Portal,Low,2023-11-15 03:10,84,UAE,USA,"9341 Broadway, Toronto"
TXN1000630,20581573.0,Elizabeth Johnson,David Martinez,N,JPY,JPY,Pending,inter-transaction,13595.73,Branch Counter,Low,2020-09-26 12:08,84,USA,USA,"7344 Maple Dr, New York"
TXN1000631,88960861.0,John Brown,Carlos Thomas,No,CAD,AUD,KYC,inter-transaction,2534.01,Agent Network,Low,2022-11-01 03:11,44,Australia,USA,"4406 Broadway, Toronto"
TXN1000632,64748819.0,John Velez,Charles Volkov,No,BRL,,Pending,inter-transaction,5170.58,ATM,Critical,2025-03-05 08:12,49,South Africa,USA,"4975 Broadway, Paris"
TXN1000633,25382790.0,Joseph Jackson,,No,GBP,CHF,KYC,Outer-transaction,14972.19,Mobile App,Low,2021-05-20 15:25,67,Canada,South Africa,"6682 View Rd, Toronto"
TXN1000634,65479681.0,Patricia Hernandez,William Anderson,No,BRL,ZAR,,inter-transaction,6656.74,Web Portal,Medium,2023-02-03 05:41,78,Brazil,Canada,"2757 Pine Rd, Toronto"
TXN1000635,16567733.0,David Smith,Jessica Anderson,No,USD,BRL,Verified,Outer-transaction,6398.02,Mobile App,Critical,2025-09-10 12:38,68,France,India,"9763 View Rd, Dubai"
TXN1000636,62424760.0,David Garcia,Sarah Davis,No,GBP,USD,,Outer-transaction,1656.27,Branch Counter,High,2025-02-15 18:23,36,India,Canada,"2007 View Rd, New York"
TXN1000637,,Carlos Martinez,David Silva,No,ZAR,JPY,Pending,Inter-transaction,2244.95,Mobile App,High,2022-12-28 18:48,38,France,Germany,"8205 Maple Dr, New York"
TXN1000638,46499378.0,,Sanjay Gonzalez,No,CHF,CHF,KYC,inter-transaction,5359.64,Web Portal,High,2022-03-23 12:12,22,Australia,Australia,"1566 Maple Dr, Dubai"
TXN1000639,15889037.0,William Anderson,Jessica Moore,FALSE,EUR,EUR,Non-KYC,inter-transaction,1461.87,Branch Counter,Low,2020-12-27 20:01,59,Brazil,UK,"2066 Broadway, Toronto"
TXN1000640,22550720.0,Lucas Rodriguez,Lucas Martin,No,zar,INR,,outer-transaction,12257.81,Web Portal,Critical,2023-12-27 09:21,78,South Africa,India,"6602 Cedar Ln, Sydney"
TXN1000641,70714168.0,Karen Rostova,Linda Smith,Yes,zar,CHF,,Outer-transaction,2945.88,Web Portal,Medium,2022-07-17 12:57,39,Germany,India,"7933 View Rd, Dubai"
TXN1000642,59209911.0,Sanjay Dubois, carlos dubois   ,No,ZAR,AUD,Verified,Inter-transaction,8000.11,ATM,Low,2020-04-09 08:32,38,USA,Canada,"8206 Pine Rd, Mumbai"
TXN1000643,84490480.0,Carlos Velez,Charles Volkov,0,CHF,CAD,,outer-transaction,2590.3,ATM,High,2024-08-08 13:47,18,Brazil,India,"5640 View Rd, Mumbai"
TXN1000644,81866578.0,Thomas Souza,Robert Malik,No,BRL,GBP,Unverified,outer-transaction,13640.9,Agent Network,Medium,2025-08-18 19:14,22,Canada,France,"699 Main St, Mumbai"
TXN1000645,19955322.0,Elizabeth Moore,Karen Williams,No,JPY,EUR,Non-KYC,Outer-transaction,12045.02,Web Portal,Low,2022-11-18 00:16,29,UAE,France,"8892 Cedar Ln, Dubai"
TXN1000646,47085870.0,Zayn Hernandez,John Johnson,N,USD,ZAR,,EXTERNAL,8791.75,Mobile App,Medium,2026-11-14 23:29,63,South Africa,Germany,"3737 Main St, Sydney"
TXN1000647,30102493.0,Susan Hernandez,Joseph Velez,No,JPY,ZAR,,INTERNAL,8104.8,Branch Counter,Critical,2022-07-09 12:58,51,USA,UK,"9390 Main St, Paris"
TXN1000648,68343093.0,Thomas Smith,Mary Martin,No,ZAR,AED,Verified,INTERNAL,2257.88,ATM,Low,2026-09-03 14:47,66,India,UAE,"8657 Oak Ave, Toronto"
TXN1000649,32848643.0,Lucas Jackson,Joseph Al-Sayed,No,BRL,USD,Pending,outer-transaction,9275.19,Mobile App,Medium,2021-09-23 15:01,62,UAE,South Africa,"7482 Cedar Ln, Paris"
TXN1000650,84597332.0,Priya Taylor,Fatima Smith,No,BRL,AED,Non-KYC,INTERNAL,2915.9,Web Portal,Low,2021-11-12 16:31,44,Australia,Canada,"3669 Maple Dr, Toronto"
TXN1000651,86694751.0,Sanjay Velez,Marta Al-Sayed,No,aed,GBP,Pending,outer-transaction,3215.98,Branch Counter,High,2026-01-13 10:07,43,Brazil,South Africa,"8604 Oak Ave, New York"
TXN1000652,60152461.0,Jean-Pierre Martinez,Zayn Malik,No,AUD,INR,,Inter-transaction,10033.28,ATM,Critical,2026-07-10 19:02,64,USA,UAE,"9369 Cedar Ln, Toronto"
TXN1000653,40315274.0,Fatima Brown,Susan Davis,No,JPY,JPY,,Inter-transaction,10108.43,Branch Counter,Low,2026-04-26 11:19,73,UK,Canada,"7108 Maple Dr, Dubai"
TXN1000654,57655811.0,William Khan,Charles Rodriguez,No,BRL,EUR,Pending,outer-transaction,7897.91,Mobile App,Low,2025-10-30 15:13,80,Germany,Canada,"2481 Pine Rd, Dubai"
TXN1000655,15262830.0,Carlos Wilson,,Yes,EUR,CHF,Pending,outer-transaction,11685.91,Agent Network,Low,2022-01-23 15:58,65,Germany,UK,"4543 Main St, Toronto"
TXN1000656,27167388.0,Amir Martin,Charles Souza,No,BRL,AUD,Pending,Inter-transaction,14405.92,ATM,Low,2024-01-04 20:48,78,South Africa,South Africa,"1873 View Rd, Sydney"
TXN1000657,80593346.0,  SANJAY DUBOIS ,Christopher Martinez,No,AED,INR,Unverified,Outer-transaction,2567.3,Web Portal,Medium,2021-12-20 10:48,43,India,France,"3264 Cedar Ln, Paris"
TXN1000658,49453084.0,Michael Taylor,Karen Wilson,1,USD,CAD,Unverified,EXTERNAL,704.91,Mobile App,Low,2020-03-15 18:53,53,South Africa,USA,"1046 View Rd, London"
TXN1000659,58495831.0,Joseph Gonzalez,Carlos Martin,No,USD,AUD,Non-KYC,Outer-transaction,3817.86,Branch Counter,High,2023-07-17 00:29,18,UK,South Africa,"606 Broadway, Mumbai"
TXN1000660,96456474.0,Carlos Jones, nancy miller   ,TRUE,AED,AED,Pending,outer-transaction,11705.85,Branch Counter,High,2025-04-06 11:14,25,Canada,Australia,"6819 View Rd, Sydney"
TXN1000661,60238044.0,Nancy Al-Sayed,Patricia Johnson,No,CAD,SGD,Pending,EXTERNAL,981.95,Branch Counter,High,2020-03-02 17:27,69,India,Australia,"8797 View Rd, Paris"
TXN1000662,93721739.0,Sanjay Wilson,Jean-Pierre Martin,No,AUD,ZAR,,outer-transaction,1353.92,Agent Network,High,2022-05-23 22:13,64,France,Canada,"6460 Oak Ave, Paris"
TXN1000663,,Jean-Pierre Taylor,Carlos Martinez,No,INR,GBP,Non-KYC,outer-transaction,6069.14,Agent Network,Low,2020-11-15 00:44,73,Canada,USA,"1292 Oak Ave, London"
TXN1000664,,Sanjay Anderson,Linda Al-Sayed,No,JPY,BRL,,Outer-transaction,13478.84,Agent Network,Medium,2025-11-19 14:06,31,India,Brazil,"1564 Broadway, Mumbai"
TXN1000665,86003182.0,Nancy Wilson,Richard Smith,No,GBP,AUD,Pending,outer-transaction,8597.97,Branch Counter,Critical,2023-12-23 14:51,45,India,UAE,"6206 Maple Dr, New York"
TXN1000666,80934691.0,,Richard Souza,N,AED,INR,Pending,inter-transaction,9394.36,Mobile App,Low,2022-05-23 09:45,19,UK,Germany,"2660 Maple Dr, Mumbai"
TXN1000667,18402695.0,Mary Brown,Amir Dubois,No,INR,EUR,KYC,Inter-transaction,14180.7,ATM,Low,2024-10-11 05:45,43,Australia,USA,"1311 Oak Ave, Sydney"
TXN1000668,94495057.0,Charles Miller,Zayn Jackson,1,ZAR,AUD,Unverified,outer-transaction,6646.0,Branch Counter,Critical,2026-04-21 23:56,31,UK,Germany,"9204 Maple Dr, Toronto"
TXN1000669,28413747.0,  SUSAN SMITH ,Karen Silva,No,SGD,BRL,,INTERNAL,1011.24,Branch Counter,Low,2024-04-04 21:43,76,India,South Africa,"8793 Oak Ave, Sydney"
TXN1000670,52171230.0,Susan Rostova,Priya Garcia,No,AUD,EUR,Non-KYC,EXTERNAL,1533.83,Agent Network,Medium,2020-04-21 10:28,73,USA,South Africa,"7780 Broadway, Dubai"
TXN1000671,83298017.0,Christopher Lopez,Joseph Brown,No,SGD,EUR,Non-KYC,INTERNAL,4852.11,Web Portal,Critical,2021-04-05 19:53,24,Canada,Germany,"7445 Main St, Mumbai"
TXN1000672,43571334.0,Amir Brown,Joseph Thomas,No,GBP,SGD,Non-KYC,EXTERNAL,1393.11,ATM,Medium,2022-06-05 23:56,20,UK,UAE,"4486 Cedar Ln, Toronto"
TXN1000673,91402258.0,Thomas Davis,Jean-Pierre Wilson,Y,INR,JPY,Unverified,Inter-transaction,5083.68,Agent Network,Critical,2023-01-20 18:01,40,Australia,USA,"2439 Oak Ave, Sydney"
TXN1000674,74199191.0,  ELENA JOHNSON ,Joseph Malik,0,INR,,Unverified,INTERNAL,2163.01,Web Portal,Medium,2022-12-11 21:19,35,Brazil,Brazil,"6030 Pine Rd, Dubai"
TXN1000675,54969786.0,Karen Anderson,Priya Brown,No,AUD,CHF,Pending,Outer-transaction,4917.61,ATM,Critical,2021-06-03 00:07,55,South Africa,Canada,"5375 Maple Dr, Mumbai"
TXN1000676,12169801.0,Linda Jones,Carlos Souza,No,CAD,USD,,INTERNAL,10754.1,Branch Counter,High,2022-03-22 13:08,32,India,UK,"8850 Pine Rd, Toronto"
TXN1000677,56543939.0,Thomas Nair,Karen Taylor,No,USD,BRL,Unverified,outer-transaction,7169.25,Agent Network,Medium,2026-04-02 01:56,81,France,South Africa,"4616 Main St, Paris"
TXN1000678,,Nancy Moore,Sarah Gonzalez,No,CHF,CHF,Verified,INTERNAL,8656.3,ATM,Low,2025-04-08 22:04,45,Brazil,Australia,"4499 View Rd, London"
TXN1000679,14012808.0,  MARTA VOLKOV ,Zayn Lopez,N,AUD,AUD,Non-KYC,inter-transaction,13497.5,Web Portal,High,2024-05-23 22:24,56,Germany,UAE,"8211 Broadway, New York"
TXN1000680,92059030.0,Barbara Garcia,Sanjay Davis,No,GBP,ZAR,Non-KYC,INTERNAL,14407.52,Agent Network,Low,2022-07-15 07:15,74,UAE,UK,"3815 View Rd, Dubai"
TXN1000681,,Linda Souza,Richard Gonzalez,No,CHF,GBP,,inter-transaction,1542.29,Agent Network,Low,2021-07-10 21:47,34,Australia,Brazil,"1401 Pine Rd, London"
TXN1000682,12098146.0,Nancy Hernandez,Jean-Pierre Thomas,N,AED,AED,Pending,INTERNAL,1126.9,Mobile App,Critical,2026-03-31 12:51,61,France,India,"2255 Maple Dr, Dubai"
TXN1000683,58885275.0,William Gonzalez,Barbara Williams,No,SGD,EUR,Non-KYC,outer-transaction,7143.08,Agent Network,Low,2022-11-21 14:00,42,UAE,Canada,"792 Broadway, Paris"
TXN1000684,96343880.0,Lucas Brown,Barbara Dubois,N,USD,CAD,Pending,outer-transaction,8426.67,Agent Network,Medium,2021-08-01 21:02,34,Australia,South Africa,"6496 Main St, Paris"
TXN1000685,28367664.0,Priya Hernandez,Karen Silva,0,aud,AUD,Unverified,INTERNAL,6638.6,Branch Counter,Medium,2021-06-25 05:53,30,USA,Canada,"541 Oak Ave, Paris"
TXN1000686,,Jessica Lopez,Lucas Malik,No,BRL,CHF,KYC,EXTERNAL,6427.33,Branch Counter,Low,2025-12-01 13:35,42,South Africa,UK,"5309 Cedar Ln, Dubai"
TXN1000687,19764093.0,Elizabeth Jones, sanjay volkov   ,N,EUR,cad,Non-KYC,EXTERNAL,9498.75,Agent Network,Medium,2026-03-01 17:46,85,Brazil,Canada,"4777 Maple Dr, Dubai"
TXN1000688,29337067.0,Sarah Malik,Elena Souza,No,SGD,ZAR,Non-KYC,inter-transaction,12690.99,Web Portal,High,2022-11-18 08:17,27,Canada,India,"8310 Cedar Ln, London"
TXN1000689,35558238.0,,Michael Miller,No,ZAR,usd,Pending,Outer-transaction,6236.37,ATM,Medium,2021-04-18 02:09,84,Australia,UK,"8033 Cedar Ln, Dubai"
TXN1000690,71206971.0,Linda Silva,Linda Volkov,No,SGD,CAD,Non-KYC,INTERNAL,14132.64,Branch Counter,Medium,2026-04-19 16:38,35,Canada,South Africa,"8028 Oak Ave, New York"
TXN1000691,62679863.0,Mary Moore,Zayn Garcia,Yes,EUR,ZAR,,Outer-transaction,13887.67,Agent Network,Medium,2022-06-23 14:00,51,South Africa,USA,"6189 Cedar Ln, Sydney"
TXN1000692,23530495.0,Fatima Wilson,Lucas Hernandez,No,CHF,EUR,,inter-transaction,10540.03,Web Portal,Medium,2025-04-29 10:48,25,India,Australia,"7897 View Rd, Toronto"
TXN1000693,31684442.0,Lucas Gonzalez,Barbara Davis,1,CHF,CAD,,Inter-transaction,2715.1,ATM,Critical,2021-01-20 04:06,57,Germany,UK,"3594 Main St, Dubai"
TXN1000694,80732751.0,Priya Thomas,Fatima Brown,No,BRL,CAD,KYC,EXTERNAL,11293.71,Mobile App,Medium,2020-03-02 18:56,59,Brazil,France,"504 Maple Dr, Paris"
TXN1000695,84384809.0,Sarah Martin,Lucas Velez,Y,JPY,JPY,,inter-transaction,10013.55,Branch Counter,Medium,2021-05-29 23:28,58,South Africa,India,"9856 Main St, Toronto"
TXN1000696,37111336.0,John Rodriguez, barbara davis   ,0,ZAR,EUR,Non-KYC,Outer-transaction,13081.38,Agent Network,Low,2021-03-05 14:34,23,South Africa,UK,"1825 Cedar Ln, Paris"
TXN1000697,50639874.0,William Thomas,David Nair,Y,jpy,INR,KYC,Outer-transaction,10304.74,ATM,Low,2021-08-02 14:36,69,USA,UK,"5911 Broadway, Mumbai"
TXN1000698,71786427.0,Jessica Anderson,Jean-Pierre Velez,No,EUR,CHF,Non-KYC,Inter-transaction,1823.14,Mobile App,Critical,2024-04-09 22:11,43,UAE,France,"271 View Rd, London"
TXN1000699,,Mary Martinez,Christopher Miller,No,CAD,INR,Pending,Inter-transaction,2252.98,Branch Counter,Medium,2023-03-10 19:36,81,Germany,South Africa,"2406 Broadway, Toronto"
TXN1000700,87367064.0,Marta Hernandez,Michael Jones,No,aud,GBP,Verified,EXTERNAL,5713.63,Mobile App,Low,2023-08-16 02:08,76,Brazil,UK,"521 Cedar Ln, London"
TXN1000701,40717503.0,Thomas Brown,Michael Rodriguez,No,CAD,JPY,KYC,inter-transaction,14123.27,Web Portal,Low,2026-06-16 08:38,73,India,Australia,"4775 Pine Rd, London"
TXN1000702,32327365.0,Nancy Martin,Mary Anderson,Yes,EUR,AUD,,EXTERNAL,14177.84,Mobile App,High,2021-04-15 01:22,76,India,Canada,"6848 View Rd, London"
TXN1000703,14346370.0,Elizabeth Johnson,Patricia Smith,No,AUD,SGD,Pending,Inter-transaction,5569.61,Agent Network,High,2023-11-17 22:58,50,UK,South Africa,"3343 Broadway, Dubai"
TXN1000704,71974482.0,Jessica Smith,Patricia Johnson,No,EUR,JPY,Non-KYC,Inter-transaction,6745.39,Branch Counter,Low,2024-07-23 20:15,70,South Africa,Australia,"9741 Main St, Paris"
TXN1000705,29881959.0,Christopher Smith,Zayn Al-Sayed,No,cad,BRL,KYC,outer-transaction,10692.19,Branch Counter,Low,2024-01-08 08:12,39,Australia,South Africa,"9882 Pine Rd, Paris"
TXN1000706,36380976.0,John Smith,Christopher Wilson,No,JPY,JPY,Non-KYC,Inter-transaction,8423.26,Branch Counter,Medium,2022-03-19 18:51,38,USA,Australia,"5898 Maple Dr, Sydney"
TXN1000707,68627491.0,  AMIR JONES ,Robert Lopez,No,JPY,INR,Unverified,outer-transaction,6389.2,Branch Counter,High,2020-06-20 16:37,21,Germany,India,"9946 Main St, New York"
TXN1000708,97926462.0,David Jackson,Elizabeth Moore,N,JPY,EUR,Pending,Inter-transaction,4732.55,Mobile App,High,2020-01-31 03:00,79,India,Australia,"9245 Cedar Ln, Dubai"
TXN1000709,63016030.0,Lucas Martin,Charles Thomas,No,ZAR,EUR,Pending,EXTERNAL,4396.31,ATM,Critical,2020-02-16 17:50,79,Brazil,Germany,"6659 Cedar Ln, Paris"
TXN1000710,,Jessica Garcia,William Al-Sayed,No,JPY,ZAR,KYC,Inter-transaction,10675.19,Branch Counter,Medium,2020-05-09 08:12,41,UK,Australia,"5773 Cedar Ln, Toronto"
TXN1000711,21948440.0,Jessica Johnson,Amir Garcia,No,ZAR,USD,Pending,Inter-transaction,3535.81,Agent Network,Critical,2026-07-27 07:54,72,Brazil,USA,"1453 Pine Rd, Paris"
TXN1000712,98783194.0,Charles Smith,Amir Khan,Y,JPY,AUD,,INTERNAL,7702.05,Web Portal,Critical,2022-09-04 12:14,26,USA,USA,"9181 Broadway, Paris"
TXN1000713,52976267.0,Sarah Velez,Robert Khan,N,INR,AUD,Non-KYC,INTERNAL,13365.94,Agent Network,High,2024-07-03 10:43,20,Australia,UAE,"1024 Pine Rd, Paris"
TXN1000714,99962943.0,Priya Malik,Sarah Velez,No,AED,USD,Pending,outer-transaction,1696.27,ATM,Low,2024-05-23 13:03,48,UK,Germany,"5606 Pine Rd, London"
TXN1000715,60652004.0,Susan Brown,Jean-Pierre Souza,No,ZAR,ZAR,,EXTERNAL,4252.77,Agent Network,Critical,2020-02-27 00:23,57,UK,Germany,"2495 Cedar Ln, Paris"
TXN1000716,69585481.0,John Jones,Karen Hernandez,No,GBP,GBP,Pending,INTERNAL,1884.61,Agent Network,Medium,2023-02-03 03:50,53,UAE,Canada,"8326 View Rd, Sydney"
TXN1000717,74360568.0,Michael Dubois,Charles Anderson,No,,AUD,KYC,INTERNAL,13441.94,Web Portal,High,2023-09-15 08:09,41,Germany,Germany,"2770 View Rd, Mumbai"
TXN1000718,43369932.0,Mary Souza,David Hernandez,No,EUR,aud,Verified,inter-transaction,7438.92,Branch Counter,Low,2022-02-06 03:19,23,UK,Canada,"3238 Broadway, London"
TXN1000719,18479821.0,Sarah Dubois,Fatima Thomas,Y,BRL,EUR,,Inter-transaction,8205.1,Mobile App,Critical,2021-11-13 08:44,83,UAE,UAE,"8631 Broadway, Sydney"
